PROTEIN	TAXON	sequences in db	letters in db	avrg length	hits	alignments	score	e-value	description
						1	245.0	4.64926e-24	gi|528475859|ref|XP_005164575.1| vascular endothelial growth factor A isoform X1 [Danio rerio]
						1	239.0	4.73105e-24	gi|742210409|ref|XP_010896219.1| PREDICTED: placenta growth factor isoform X2 [Esox lucius]
						1	239.0	4.95328e-24	gi|1511179629|ref|XP_026881311.1| placenta growth factor-like [Electrophorus electricus] >gi|1511179631|ref|XP_026881312.1| placenta growth factor-like [Electrophorus electricus]
						1	239.0	6.23014e-24	gi|1469157821|ref|XP_026085303.1| placenta growth factor-like isoform X2 [Carassius auratus]
						1	238.0	6.23969e-24	gi|1040668369|ref|XP_017207334.1| placenta growth factor isoform X1 [Danio rerio]
						1	239.0	6.2976e-24	gi|1024966234|ref|XP_016304336.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus anshuiensis]
						1	242.0	6.55216e-24	gi|1025336611|ref|XP_016390969.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Sinocyclocheilus rhinocerous]
						1	239.0	6.63525e-24	gi|657751336|ref|XP_008311102.1| vascular endothelial growth factor A isoform X4 [Cynoglossus semilaevis] >gi|1035274482|ref|XP_016889249.1| vascular endothelial growth factor A isoform X4 [Cynoglossus semilaevis]
						1	242.0	6.69447e-24	gi|1025336607|ref|XP_016390968.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Sinocyclocheilus rhinocerous]
						1	240.0	6.81367e-24	gi|742210405|ref|XP_010896218.1| PREDICTED: placenta growth factor isoform X1 [Esox lucius]
						1	242.0	8.28357e-24	gi|68300769|gb|AAY89335.1| Vegfab210 precursor [Danio rerio]
						1	243.0	9.01077e-24	gi|1024963939|ref|XP_016303108.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	243.0	9.0413e-24	gi|1357706951|ref|XP_024139643.1| vascular endothelial growth factor B [Oryzias melastigma]
						1	241.0	9.51894e-24	gi|1188113811|ref|XP_020779218.1| vascular endothelial growth factor B [Boleophthalmus pectinirostris]
						1	241.0	9.52234e-24	gi|1024963941|ref|XP_016303109.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	239.0	9.53593e-24	gi|1083324908|ref|XP_018612745.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Scleropages formosus] >gi|1083324912|ref|XP_018612747.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Scleropages formosus]
						1	243.0	9.57811e-24	gi|1025336599|ref|XP_016390966.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Sinocyclocheilus rhinocerous] >gi|1025336603|ref|XP_016390967.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Sinocyclocheilus rhinocerous]
						1	241.0	1.0032e-23	gi|938074139|gb|KPP71607.1| vascular endothelial growth factor A-A-like [Scleropages formosus]
						1	237.0	1.00743e-23	gi|1367459953|ref|XP_024285932.1| placenta growth factor-like [Oncorhynchus tshawytscha]
						1	241.0	1.07086e-23	gi|1024963943|ref|XP_016303110.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Sinocyclocheilus anshuiensis]
						1	242.0	1.08806e-23	gi|108742042|gb|AAI17666.1| Vegfab protein, partial [Danio rerio]
						1	242.0	1.10804e-23	gi|1038986329|ref|NP_001315526.1| vascular endothelial growth factor A isoform 1 precursor [Danio rerio]
						1	236.0	1.16264e-23	gi|1308537036|ref|XP_023149479.1| placenta growth factor-like [Amphiprion ocellaris]
						1	236.0	1.1718e-23	gi|1211322222|ref|XP_021440575.1| placenta growth factor-like [Oncorhynchus mykiss]
						1	234.0	1.17954e-23	gi|1228982106|ref|XP_022055169.1| vascular endothelial growth factor A isoform X2 [Acanthochromis polyacanthus]
						1	236.0	1.31954e-23	gi|929110057|ref|XP_014066301.1| PREDICTED: placenta growth factor-like [Salmo salar]
						1	236.0	1.39271e-23	gi|1158903986|ref|XP_020356769.1| placenta growth factor-like [Oncorhynchus kisutch]
						1	240.0	1.41347e-23	gi|1024957491|ref|XP_016299677.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Sinocyclocheilus anshuiensis]
						1	237.0	1.43879e-23	gi|1024991561|ref|XP_016315922.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus anshuiensis]
						1	237.0	1.47272e-23	gi|742151032|ref|XP_010880657.1| PREDICTED: vascular endothelial growth factor A isoform X4 [Esox lucius] >gi|1137532764|ref|XP_019911845.1| PREDICTED: vascular endothelial growth factor A isoform X4 [Esox lucius]
						1	236.0	1.50202e-23	gi|1520513121|ref|XP_027005276.1| snake venom vascular endothelial growth factor toxin ICPP-like [Tachysurus fulvidraco]
						1	235.0	1.55618e-23	gi|1228970695|ref|XP_022048966.1| placenta growth factor [Acanthochromis polyacanthus]
						1	236.0	1.57426e-23	gi|736160535|ref|XP_010786990.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Notothenia coriiceps]
						1	238.0	1.71057e-23	gi|1529883128|ref|XP_027139879.1| vascular endothelial growth factor A-like isoform X1 [Larimichthys crocea]
						1	235.0	1.8101e-23	gi|928011582|ref|XP_013868553.1| PREDICTED: placenta growth factor [Austrofundulus limnaeus]
						1	235.0	1.81715e-23	gi|929052614|ref|XP_014040427.1| PREDICTED: placenta growth factor-like isoform X2 [Salmo salar]
						1	239.0	1.90538e-23	gi|1520520562|ref|XP_027007327.1| vascular endothelial growth factor A isoform X2 [Tachysurus fulvidraco]
						1	241.0	1.92458e-23	gi|928009501|ref|XP_013861122.1| PREDICTED: vascular endothelial growth factor B isoform X2 [Austrofundulus limnaeus]
						1	239.0	1.94679e-23	gi|1024957489|ref|XP_016299676.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	229.0	2.07539e-23	gi|642119937|emb|CDQ65229.1| unnamed protein product [Oncorhynchus mykiss]
						1	235.0	2.09887e-23	gi|929052612|ref|XP_014040365.1| PREDICTED: placenta growth factor-like isoform X1 [Salmo salar]
						1	241.0	2.16471e-23	gi|928009499|ref|XP_013861117.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Austrofundulus limnaeus]
						1	237.0	2.30611e-23	gi|1529883131|ref|XP_027139880.1| vascular endothelial growth factor A-like isoform X2 [Larimichthys crocea]
						1	238.0	2.34106e-23	gi|1158837881|ref|XP_020327561.1| snake venom vascular endothelial growth factor toxin HF-like isoform X2 [Oncorhynchus kisutch]
						1	235.0	2.45044e-23	gi|1529883138|ref|XP_027139882.1| snake venom vascular endothelial growth factor toxin HF-like isoform X4 [Larimichthys crocea]
						1	234.0	2.60499e-23	gi|1503292230|ref|XP_026767543.1| vascular endothelial growth factor A-A-like [Pangasianodon hypophthalmus]
						1	234.0	2.71754e-23	gi|1343939089|ref|XP_023807734.1| placenta growth factor [Oryzias latipes] >gi|1343939091|ref|XP_023807735.1| placenta growth factor [Oryzias latipes] >gi|1343939093|ref|XP_023807736.1| placenta growth factor [Oryzias latipes]
						1	234.0	2.71937e-23	gi|1342965337|ref|XP_023842410.1| placenta growth factor-like [Salvelinus alpinus]
						1	240.0	2.81497e-23	gi|1520520558|ref|XP_027007326.1| vascular endothelial growth factor A isoform X1 [Tachysurus fulvidraco]
						1	238.0	2.85844e-23	gi|1042307478|ref|XP_017350212.1| PREDICTED: vascular endothelial growth factor A isoform X2 [Ictalurus punctatus]
						1	234.0	2.87055e-23	gi|1529883144|ref|XP_027139884.1| vascular endothelial growth factor A-like isoform X6 [Larimichthys crocea]
						1	234.0	2.97543e-23	gi|657559629|ref|XP_008283687.1| PREDICTED: vascular endothelial growth factor A-like [Stegastes partitus]
						1	239.0	3.01609e-23	gi|1024957487|ref|XP_016299675.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	232.0	3.31139e-23	gi|923779174|ref|XP_013763855.1| PREDICTED: placenta growth factor-like, partial [Pundamilia nyererei]
						1	234.0	3.36174e-23	gi|1529883134|ref|XP_027139881.1| vascular endothelial growth factor A-like isoform X3 [Larimichthys crocea]
						1	231.0	3.73402e-23	gi|1317122280|ref|XP_023272975.1| placenta growth factor, partial [Seriola lalandi dorsalis]
						1	233.0	3.81218e-23	gi|657525724|ref|XP_008281495.1| PREDICTED: placenta growth factor [Stegastes partitus]
						1	233.0	3.84082e-23	gi|1342990666|ref|XP_023850284.1| placenta growth factor [Salvelinus alpinus]
						1	233.0	3.85354e-23	gi|962001418|ref|XP_014876429.1| PREDICTED: placenta growth factor-like [Poecilia latipinna]
						1	233.0	3.85354e-23	gi|617403309|ref|XP_007553072.1| PREDICTED: placenta growth factor-like [Poecilia formosa] >gi|961944074|ref|XP_014867316.1| PREDICTED: placenta growth factor-like [Poecilia mexicana]
						1	233.0	3.86752e-23	gi|1348562845|ref|XP_023995215.1| vascular endothelial growth factor A-like isoform X2 [Salvelinus alpinus]
						1	233.0	4.15594e-23	gi|1570509476|ref|XP_027857505.1| placenta growth factor-like [Xiphophorus couchianus]
						1	233.0	4.20104e-23	gi|1316065527|ref|XP_023208065.1| placenta growth factor-like [Xiphophorus maculatus]
						1	233.0	4.20151e-23	gi|1529883141|ref|XP_027139883.1| vascular endothelial growth factor A-like isoform X5 [Larimichthys crocea]
						1	234.0	4.2052e-23	gi|1042315399|ref|XP_017351824.1| PREDICTED: vascular endothelial growth factor A-A-like [Ictalurus punctatus]
						1	238.0	4.31104e-23	gi|1042307476|ref|XP_017350211.1| PREDICTED: vascular endothelial growth factor A isoform X1 [Ictalurus punctatus]
						1	232.0	5.12104e-23	gi|736160531|ref|XP_010786982.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Notothenia coriiceps]
						1	233.0	5.34916e-23	gi|1025359447|ref|XP_016398994.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus rhinocerous]
						1	232.0	5.56172e-23	gi|1188106885|ref|XP_020775397.1| vascular endothelial growth factor A-like [Boleophthalmus pectinirostris]
						1	233.0	5.60812e-23	gi|1473000154|ref|XP_026228081.1| vascular endothelial growth factor A-A-like [Anabas testudineus]
						1	235.0	5.64432e-23	gi|1211319359|ref|XP_021439126.1| vascular endothelial growth factor A-like [Oncorhynchus mykiss]
						1	231.0	5.66235e-23	gi|1158857132|ref|XP_020308510.1| vascular endothelial growth factor A-A isoform X3 [Oncorhynchus kisutch] >gi|1211335122|ref|XP_021437116.1| vascular endothelial growth factor precursor isoform X1 [Oncorhynchus mykiss]
						1	230.0	5.69537e-23	gi|1250134847|ref|XP_022606709.1| placenta growth factor, partial [Seriola dumerili]
						1	231.0	5.82273e-23	gi|642065863|emb|CDQ89745.1| unnamed protein product, partial [Oncorhynchus mykiss]
						1	234.0	5.86417e-23	gi|1520607655|ref|XP_026993720.1| vascular endothelial growth factor A-A-like isoform X1 [Tachysurus fulvidraco]
						1	232.0	5.97634e-23	gi|1024947408|ref|XP_016362787.1| PREDICTED: snake venom vascular endothelial growth factor toxin ICPP-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	233.0	6.28602e-23	gi|1020520006|ref|XP_016099387.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus grahami]
						1	233.0	6.34014e-23	gi|1188117942|ref|XP_020781461.1| vascular endothelial growth factor A-A-like [Boleophthalmus pectinirostris]
						1	233.0	6.47785e-23	gi|1308506829|ref|XP_023147383.1| vascular endothelial growth factor A-A-like isoform X1 [Amphiprion ocellaris]
						1	233.0	6.56245e-23	gi|1020421764|ref|XP_016129939.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus grahami]
						1	232.0	6.70173e-23	gi|1041073721|ref|XP_017264587.1| snake venom vascular endothelial growth factor toxin HF-like [Kryptolebias marmoratus]
						1	232.0	6.77771e-23	gi|1101624322|ref|XP_018975916.1| PREDICTED: placenta growth factor-like [Cyprinus carpio]
						1	232.0	6.92512e-23	gi|1025396726|ref|XP_016406781.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus rhinocerous]
						1	235.0	7.38214e-23	gi|1469157819|ref|XP_026085301.1| placenta growth factor-like isoform X1 [Carassius auratus]
						1	232.0	7.71166e-23	gi|1024977998|ref|XP_016310548.1| PREDICTED: placenta growth factor-like [Sinocyclocheilus anshuiensis]
						1	231.0	7.85158e-23	gi|1024947406|ref|XP_016362786.1| PREDICTED: snake venom vascular endothelial growth factor toxin ICPP-like isoform X1 [Sinocyclocheilus anshuiensis]
						1	233.0	7.8598e-23	gi|972978124|ref|XP_015205537.1| PREDICTED: placenta growth factor-like isoform X1 [Lepisosteus oculatus]
						1	230.0	8.8124e-23	gi|972978126|ref|XP_015205538.1| PREDICTED: placenta growth factor-like isoform X2 [Lepisosteus oculatus] >gi|972978128|ref|XP_015205539.1| PREDICTED: placenta growth factor-like isoform X2 [Lepisosteus oculatus]
						1	230.0	8.87463e-23	gi|498935485|ref|XP_004540937.1| placenta growth factor isoform X1 [Maylandia zebra] >gi|1468902109|ref|XP_026008377.1| placenta growth factor isoform X1 [Astatotilapia calliptera]
						1	230.0	9.16665e-23	gi|554811921|ref|XP_005916814.1| PREDICTED: placenta growth factor isoform X1 [Haplochromis burtoni]
						1	233.0	9.22594e-23	gi|742150495|ref|XP_010880530.1| PREDICTED: snake venom vascular endothelial growth factor toxin ICPP [Esox lucius]
						1	232.0	9.3337e-23	gi|548341137|ref|XP_005723111.1| PREDICTED: vascular endothelial growth factor B isoform X2 [Pundamilia nyererei]
						1	230.0	9.33526e-23	gi|1434983588|ref|XP_025756680.1| placenta growth factor isoform X1 [Oreochromis niloticus]
						1	228.0	1.24662e-22	gi|742243950|ref|XP_010863504.1| PREDICTED: vascular endothelial growth factor A-A isoform X2 [Esox lucius]
						1	229.0	1.39143e-22	gi|1169013619|ref|XP_020459404.1| snake venom vascular endothelial growth factor toxin ICPP-like [Monopterus albus]
						1	234.0	1.39205e-22	gi|1158837879|ref|XP_020327560.1| vascular endothelial growth factor A-like isoform X1 [Oncorhynchus kisutch]
						1	230.0	1.39663e-22	gi|1228977050|ref|XP_022052410.1| vascular endothelial growth factor B [Acanthochromis polyacanthus]
						1	233.0	1.47833e-22	gi|1338742760|ref|XP_023667273.1| vascular endothelial growth factor A-like isoform X2 [Paramormyrops kingsleyae]
						1	227.0	1.48674e-22	gi|1079734188|ref|XP_018536252.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X5 [Lates calcarifer] >gi|1079734190|ref|XP_018536253.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X6 [Lates calcarifer]
						1	225.0	1.4889e-22	gi|966667981|gb|KTG01362.1| hypothetical protein cypCar_00006872, partial [Cyprinus carpio]
						1	234.0	1.60348e-22	gi|1520600154|ref|XP_026990874.1| vascular endothelial growth factor B isoform X2 [Tachysurus fulvidraco]
						1	230.0	1.6315e-22	gi|1228982104|ref|XP_022055168.1| vascular endothelial growth factor A isoform X1 [Acanthochromis polyacanthus]
						1	228.0	1.73254e-22	gi|1357663448|ref|XP_024130802.1| placenta growth factor-like isoform X2 [Oryzias melastigma]
						1	228.0	1.77679e-22	gi|1357663444|ref|XP_024130637.1| placenta growth factor-like isoform X1 [Oryzias melastigma] >gi|1357663446|ref|XP_024130719.1| placenta growth factor-like isoform X1 [Oryzias melastigma]
						1	235.0	1.79526e-22	gi|1007705767|ref|XP_015802830.1| PREDICTED: vascular endothelial growth factor B [Nothobranchius furzeri]
						1	228.0	1.80251e-22	gi|1549125430|gb|RVE57196.1| hypothetical protein OJAV_G00213720 [Oryzias javanicus]
						1	227.0	1.9712e-22	gi|1079734182|ref|XP_018536249.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X3 [Lates calcarifer] >gi|1079734184|ref|XP_018536250.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Lates calcarifer] >gi|1079734186|ref|XP_018536251.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X4 [Lates calcarifer]
						1	233.0	2.01767e-22	gi|835887492|ref|XP_012773154.1| vascular endothelial growth factor B isoform X2 [Maylandia zebra] >gi|1468906591|ref|XP_025999659.1| vascular endothelial growth factor B isoform X2 [Astatotilapia calliptera]
						1	226.0	2.03493e-22	gi|657594552|ref|XP_008301895.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Stegastes partitus]
						1	233.0	2.22162e-22	gi|1042371273|ref|XP_017329904.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Ictalurus punctatus]
						1	234.0	2.26815e-22	gi|554804856|ref|XP_005913377.1| PREDICTED: vascular endothelial growth factor B [Haplochromis burtoni]
						1	228.0	2.28515e-22	gi|1041062203|ref|XP_017273547.1| placenta growth factor [Kryptolebias marmoratus]
						1	234.0	2.36599e-22	gi|498962608|ref|XP_004545650.1| vascular endothelial growth factor B isoform X1 [Maylandia zebra] >gi|1468906589|ref|XP_025999653.1| vascular endothelial growth factor B isoform X1 [Astatotilapia calliptera]
						1	233.0	2.47041e-22	gi|1503209860|ref|XP_026773468.1| vascular endothelial growth factor A-like isoform X1 [Pangasianodon hypophthalmus]
						1	225.0	2.53628e-22	gi|1520525254|ref|XP_027009265.1| snake venom vascular endothelial growth factor toxin HF-like isoform X2 [Tachysurus fulvidraco]
						1	229.0	2.54428e-22	gi|1469068578|ref|XP_026141271.1| placenta growth factor-like isoform X1 [Carassius auratus]
						1	223.0	2.72647e-22	gi|938056984|gb|KPP61293.1| hypothetical protein Z043_120628 [Scleropages formosus]
						1	227.0	2.80472e-22	gi|1049255367|ref|XP_017567263.1| PREDICTED: vascular endothelial growth factor A-like [Pygocentrus nattereri]
						1	233.0	2.91824e-22	gi|583981766|ref|XP_006786183.1| PREDICTED: vascular endothelial growth factor A-like [Neolamprologus brichardi]
						1	224.0	2.95034e-22	gi|1468902113|ref|XP_026008379.1| placenta growth factor isoform X3 [Astatotilapia calliptera]
						1	227.0	2.99217e-22	gi|1168974008|ref|XP_020446836.1| placenta growth factor-like [Monopterus albus]
						1	229.0	3.00276e-22	gi|1049214335|ref|XP_017538959.1| PREDICTED: vascular endothelial growth factor A-like [Pygocentrus nattereri]
						1	227.0	3.12404e-22	gi|974068037|ref|XP_015231533.1| PREDICTED: placenta growth factor isoform X1 [Cyprinodon variegatus]
						1	227.0	3.50338e-22	gi|1199305827|ref|XP_012707756.2| placenta growth factor [Fundulus heteroclitus]
						1	227.0	3.56254e-22	gi|768912241|ref|XP_003962510.2| PREDICTED: vascular endothelial growth factor A-like [Takifugu rubripes]
						1	231.0	3.83652e-22	gi|1338742758|ref|XP_023667272.1| vascular endothelial growth factor A-like isoform X1 [Paramormyrops kingsleyae]
						1	222.0	3.85935e-22	gi|289656896|gb|ADD14233.1| vascular endothelial growth factor, partial [Gobionotothen gibberifrons]
						1	225.0	3.96175e-22	gi|929066799|ref|XP_014024632.1| PREDICTED: vascular endothelial growth factor A-A isoform X2 [Salmo salar]
						1	231.0	4.0265e-22	gi|1158919167|ref|XP_020364818.1| vascular endothelial growth factor A-like [Oncorhynchus kisutch]
						1	224.0	4.04275e-22	gi|974068039|ref|XP_015231534.1| PREDICTED: placenta growth factor isoform X2 [Cyprinodon variegatus]
						1	232.0	4.24231e-22	gi|974051494|ref|XP_015235344.1| PREDICTED: vascular endothelial growth factor B isoform X2 [Cyprinodon variegatus]
						1	226.0	4.37432e-22	gi|642115663|emb|CDQ68021.1| unnamed protein product [Oncorhynchus mykiss]
						1	226.0	4.55233e-22	gi|1249041103|ref|XP_022542785.1| vascular endothelial growth factor A-like [Astyanax mexicanus]
						1	224.0	4.55361e-22	gi|658923780|ref|XP_008401600.1| PREDICTED: placenta growth factor [Poecilia reticulata]
						1	231.0	4.56853e-22	gi|961862443|ref|XP_014892927.1| PREDICTED: vascular endothelial growth factor B isoform X2 [Poecilia latipinna]
						1	225.0	4.79081e-22	gi|1470006301|ref|XP_026149172.1| vascular endothelial growth factor A-A-like isoform X1 [Mastacembelus armatus] >gi|1470006303|ref|XP_026149173.1| vascular endothelial growth factor A-A-like isoform X2 [Mastacembelus armatus] >gi|1470006305|ref|XP_026149174.1| vascular endothelial growth factor A-A-like isoform X3 [Mastacembelus armatus] >gi|1470006307|ref|XP_026149175.1| vascular endothelial growth factor A-A-like isoform X3 [Mastacembelus armatus]
						1	223.0	5.27336e-22	gi|734635783|ref|XP_010746499.1| vascular endothelial growth factor A-A isoform X2 [Larimichthys crocea] >gi|734635785|ref|XP_010746500.1| vascular endothelial growth factor A-A isoform X3 [Larimichthys crocea]
						1	223.0	5.29099e-22	gi|1308498450|ref|XP_023146964.1| placenta growth factor-like [Amphiprion ocellaris]
						1	226.0	5.5352e-22	gi|1367442363|ref|XP_024276574.1| vascular endothelial growth factor A-like isoform X1 [Oncorhynchus tshawytscha]
						1	226.0	5.65567e-22	gi|929248876|ref|XP_014000601.1| PREDICTED: vascular endothelial growth factor A-like [Salmo salar]
						1	225.0	5.84132e-22	gi|1211396554|ref|XP_021468140.1| vascular endothelial growth factor A-like isoform X1 [Oncorhynchus mykiss]
						1	230.0	5.96572e-22	gi|1367509829|ref|XP_024239077.1| vascular endothelial growth factor B [Oncorhynchus tshawytscha]
						1	231.0	6.04873e-22	gi|1529868181|ref|XP_010737491.3| vascular endothelial growth factor B [Larimichthys crocea]
						1	224.0	6.19472e-22	gi|642074642|emb|CDQ87688.1| unnamed protein product, partial [Oncorhynchus mykiss]
						1	229.0	6.26393e-22	gi|742212010|ref|XP_010896673.1| PREDICTED: vascular endothelial growth factor B [Esox lucius]
						1	225.0	6.28928e-22	gi|1129904960|ref|XP_019721041.1| PREDICTED: vascular endothelial growth factor A-like isoform X1 [Hippocampus comes]
						1	229.0	6.35835e-22	gi|1211265326|ref|XP_021417308.1| vascular endothelial growth factor B [Oncorhynchus mykiss]
						1	228.0	6.43645e-22	gi|1007775772|ref|XP_015825618.1| PREDICTED: placenta growth factor-like [Nothobranchius furzeri]
						1	230.0	6.51683e-22	gi|1386822958|ref|XP_024859990.1| vascular endothelial growth factor B isoform X3 [Kryptolebias marmoratus]
						1	231.0	6.60829e-22	gi|1083287896|ref|XP_018592639.1| PREDICTED: vascular endothelial growth factor A-like [Scleropages formosus]
						1	225.0	7.09034e-22	gi|1168891412|ref|XP_020488036.1| vascular endothelial growth factor A-like isoform X1 [Labrus bergylta]
						1	225.0	7.43578e-22	gi|1472969799|ref|XP_026211672.1| placenta growth factor-like [Anabas testudineus]
						1	222.0	7.61332e-22	gi|1211396558|ref|XP_021468141.1| placenta growth factor-like isoform X2 [Oncorhynchus mykiss] >gi|1211396562|ref|XP_021468142.1| placenta growth factor-like isoform X2 [Oncorhynchus mykiss]
						1	225.0	7.728e-22	gi|1158895644|ref|XP_020352465.1| vascular endothelial growth factor A-like isoform X1 [Oncorhynchus kisutch]
						1	237.0	8.66881e-22	gi|1395240342|gb|AWP11949.1| Syntaxin 5A isoform 3 [Scophthalmus maximus]
						1	224.0	8.95878e-22	gi|1079764281|ref|XP_018551746.1| PREDICTED: vascular endothelial growth factor A-like [Lates calcarifer]
						1	236.0	9.00689e-22	gi|1395240340|gb|AWP11947.1| Syntaxin 5A [Scophthalmus maximus]
						1	222.0	9.24447e-22	gi|1529969117|ref|XP_027130872.1| placenta growth factor-like [Larimichthys crocea]
						1	232.0	9.24672e-22	gi|974051492|ref|XP_015235336.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Cyprinodon variegatus]
						1	227.0	9.26269e-22	gi|1079752006|ref|XP_018545724.1| PREDICTED: placenta growth factor-like isoform X1 [Lates calcarifer]
						1	230.0	9.34427e-22	gi|768937092|ref|XP_003970269.2| PREDICTED: vascular endothelial growth factor B [Takifugu rubripes]
						1	224.0	9.37978e-22	gi|1158895646|ref|XP_020352466.1| vascular endothelial growth factor A-like isoform X2 [Oncorhynchus kisutch]
						1	237.0	9.91975e-22	gi|1395240341|gb|AWP11948.1| Syntaxin 5A isoform 2 [Scophthalmus maximus]
						1	230.0	9.93509e-22	gi|548341134|ref|XP_005723110.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Pundamilia nyererei]
						1	231.0	1.05093e-21	gi|617394121|ref|XP_007550365.1| PREDICTED: vascular endothelial growth factor B [Poecilia formosa]
						1	231.0	1.09571e-21	gi|961862439|ref|XP_014892926.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Poecilia latipinna]
						1	228.0	1.14023e-21	gi|831276216|ref|XP_012695175.1| PREDICTED: vascular endothelial growth factor B [Clupea harengus]
						1	229.0	1.23137e-21	gi|657796196|ref|XP_008325106.1| vascular endothelial growth factor B [Cynoglossus semilaevis]
						1	223.0	1.25075e-21	gi|1168891414|ref|XP_020488037.1| vascular endothelial growth factor A-like isoform X2 [Labrus bergylta]
						1	226.0	1.26394e-21	gi|1469104091|ref|XP_026061069.1| placenta growth factor-like isoform X2 [Carassius auratus]
						1	230.0	1.2906e-21	gi|1168897688|ref|XP_020491502.1| LOW QUALITY PROTEIN: vascular endothelial growth factor B [Labrus bergylta]
						1	231.0	1.29475e-21	gi|961836391|ref|XP_014839142.1| PREDICTED: vascular endothelial growth factor B [Poecilia mexicana]
						1	226.0	1.4191e-21	gi|1024967214|ref|XP_016304875.1| PREDICTED: vascular endothelial growth factor A-like isoform X2 [Sinocyclocheilus anshuiensis]
						1	227.0	1.55858e-21	gi|1129900960|ref|XP_019718936.1| PREDICTED: vascular endothelial growth factor B isoform X2 [Hippocampus comes]
						1	227.0	1.64158e-21	gi|1049215712|ref|XP_017545340.1| PREDICTED: vascular endothelial growth factor B [Pygocentrus nattereri] >gi|1049215714|ref|XP_017545344.1| PREDICTED: vascular endothelial growth factor B [Pygocentrus nattereri]
						1	220.0	1.69856e-21	gi|1520525251|ref|XP_027009264.1| snake venom vascular endothelial growth factor toxin HF-like isoform X1 [Tachysurus fulvidraco]
						1	217.0	1.72637e-21	gi|822885599|gb|AKI07273.1| vascular endothelial growth factor, partial [Siniperca chuatsi]
						1	227.0	1.84823e-21	gi|1168957623|ref|XP_020447125.1| vascular endothelial growth factor B, partial [Monopterus albus]
						1	226.0	1.85817e-21	gi|1129900958|ref|XP_019718935.1| PREDICTED: vascular endothelial growth factor B isoform X1 [Hippocampus comes]
						1	227.0	1.98695e-21	gi|1041072526|ref|XP_017263929.1| vascular endothelial growth factor B isoform X2 [Kryptolebias marmoratus]
						1	225.0	2.02199e-21	gi|1338742762|ref|XP_023667274.1| vascular endothelial growth factor A-like isoform X3 [Paramormyrops kingsleyae]
						1	220.0	2.02525e-21	gi|289656888|gb|ADD14229.1| vascular endothelial growth factor [Pseudochaenichthys georgianus]
						1	223.0	2.09702e-21	gi|1079734178|ref|XP_018536247.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Lates calcarifer] >gi|1079734180|ref|XP_018536248.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X2 [Lates calcarifer]
						1	229.0	2.20675e-21	gi|658872401|ref|XP_008419152.1| PREDICTED: vascular endothelial growth factor B [Poecilia reticulata]
						1	219.0	2.30988e-21	gi|1168937111|ref|XP_020511833.1| vascular endothelial growth factor A-A-like isoform X2 [Labrus bergylta]
						1	227.0	2.31696e-21	gi|1308434184|ref|XP_023137807.1| vascular endothelial growth factor B isoform X1 [Amphiprion ocellaris]
						1	223.0	2.36497e-21	gi|1079734176|ref|XP_018536246.1| PREDICTED: vascular endothelial growth factor A-A-like isoform X1 [Lates calcarifer]
						1	227.0	2.39607e-21	gi|736247970|ref|XP_010787110.1| PREDICTED: vascular endothelial growth factor B [Notothenia coriiceps]
						1	229.0	2.48392e-21	gi|1387727313|gb|PWA22289.1| hypothetical protein CCH79_00012548, partial [Gambusia affinis]
